product_id,sub_category,total_prediksi_penjualan_1_tahun,rata_rata_prediksi_harian,rata_rata_30_hari_awal,rata_rata_30_hari_akhir,status_tren,MAE,RMSE,MAPE,Accuracy,R2 Score
B09M6X79V9,outfit,2799.4068190157413,7.669607723330798,5.916648417711259,7.886516629372326,Tren Naik,0.5430167647276641,0.6878173456742636,12.182847808379208,87.81715219162079,0.8894081013104937
B0BVMLJTFS,pants,2430.816184131163,6.659770367482638,3.965089041065602,7.0970852925663905,Tren Naik,0.4298017702452868,0.5269195463709189,16.993636797930346,83.00636320206965,0.35109981823200476
B09QFJGKM5,socks,2351.192778851305,6.441624051647411,6.959657134754317,6.256242864472526,Tren Turun,0.865028185446676,1.0391421606810998,8.442079891902733,91.55792010809726,0.39400937548492787
B08F1V3KB9,pants,1179.6609025437917,3.231947678202169,3.088892719717253,3.248704588838987,Tren Naik,0.6850031048637111,0.9022178641117702,16.05851129125511,83.94148870874488,0.1815102881898336
B07BM9GWG7,outfit,973.8428810664586,2.668062687853311,2.6632404327392574,2.6684580743312836,Tren Naik,0.41726009605354264,0.5265707027720169,10.217180297954645,89.78281970204536,0.7977075971105064
B09H6MXJ71,outfit,669.7211283317635,1.834852406388393,4.09364230632782,1.1176553351538523,Tren Turun,0.587379429654886,0.7178673066383435,9.851511821033416,90.14848817896659,0.8721204109474275
B01GKAEC6Q,outfit,486.6137519265923,1.3331883614427185,1.2198643719866165,1.3975221599851342,Tren Naik,0.26049623448260684,0.32173858549097145,46.423801255531004,53.576198744468996,0.15717868873747454
B09WJSHQFL,socks,192.92592349927872,0.5285641739706266,0.5875737485475838,0.5229201121255755,Tren Turun,0.26273776391567055,0.3122495377754762,53.3334057501349,46.6665942498651,0.28498832428519727
